,mean_rho,rdr_rho,borda_rho,prefs_rho,anca_rho,mean_top1,rdr_top1,borda_top1,prefs_top1,anca_top1,mean_top2,rdr_top2,borda_top2,prefs_top2,anca_top2,mean_top3,rdr_top3,borda_top3,prefs_top3,anca_top3,rnoise,punrated,pslacker,plurker,enoise,toprated,numraters,numanswers,numratings,propnratings
526,0.236664667414,0.553035051832,0.847284446277,0.376456232622,0.536052604218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.7,0.6,0.5,0.5,True,12,17,44,0.235294117647
527,0.688235294118,0.652941176471,0.600742097358,0.761764705882,0.701808224072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.4,0.7,0.6,0.5,0.5,False,9,16,46,0.359375
528,0.883333333333,0.883333333333,0.945614971894,0.9,0.816666666667,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.3,0.3,0.5,0.1,True,20,9,100,0.584795321637
529,0.876470588235,0.876470588235,0.822663946043,0.870588235294,0.888235294118,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6,0.3,0.3,0.5,0.1,False,18,16,192,0.705882352941
530,0.910714285714,0.910714285714,0.909741203304,0.917857142857,0.932142857143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,0.3,0.3,0.5,0.5,True,18,15,202,0.792156862745
531,0.911764705882,0.911764705882,0.852725519776,0.911764705882,0.914705882353,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.6,0.3,0.3,0.5,0.5,False,22,16,254,0.755952380952
532,0.38021978022,0.38021978022,0.956043956044,0.463736263736,0.595604395604,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6,0.3,0.6,0.5,0.1,True,16,14,132,0.628571428571
533,0.823529411765,0.823529411765,0.670103819513,0.85,0.805882352941,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6,0.3,0.6,0.5,0.1,False,10,16,94,0.652777777778
534,0.516483516484,0.516483516484,0.825083007526,0.542857142857,0.607261093539,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.3,0.6,0.5,0.5,True,8,14,73,0.744897959184
535,0.715170278638,0.715170278638,0.84520123839,0.791537667699,0.834881320949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6,0.3,0.6,0.5,0.5,False,12,18,143,0.722222222222
536,0.485714285714,0.727472527473,0.936125618891,0.626373626374,0.52365268211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.7,0.3,0.5,0.1,True,21,14,79,0.282142857143
537,0.968137254902,0.678921568627,0.462577035325,0.882352941176,0.877301273892,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6,0.7,0.3,0.5,0.1,False,22,17,107,0.299719887955
538,0.217821913987,0.605060872186,0.951544158496,0.490649361809,-0.0242024348874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6,0.7,0.3,0.5,0.5,True,16,14,63,0.3
539,0.9,0.9,0.757258572622,0.912280701754,0.901272574697,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6,0.7,0.3,0.5,0.5,False,19,19,117,0.342105263158
540,0.575757575758,0.575757575758,0.890260452646,0.406060606061,0.753802874163,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6,0.7,0.6,0.5,0.1,True,16,10,62,0.413333333333
